Incident Number,Property Code,Property Use Description,Property Use Category,Incident Code,Primary Type Category,Sub Type Category,Aid Given or Received,Incident Date and Time,First Unit Dispatched,First Unit Arrived,All Units Clear,Total First Unit Response Time,Total Time Committed,shift,Incident Location Area,Number of Apparatus Assigned,Number of Personnel Assigned,Property Value,Property Lost,Contents Value,Contents Lost
16-0001403,213,Elementary school.,Educational,321,Medical,EMS,None,42424.3626,42424.36245,42424.36544,42424.37808,0:04:18,0.015625,C,2,1,4,0,0,0,0
16-0001404,300,"Health care, detention, and correction.",Health Care or Detention,321,Medical,EMS,None,42424.3939,42424.3933,42424.39772,42424.40663,0:06:22,0.013333333,C,9,2,9,0,0,0,0
16-0001405,962,"Residential street, road.",Outside,445,Hazard,HAZARDOUS CONDITION,None,42424.40938,42424.40808,42424.40983,42424.41565,0:02:31,0.007569444,C,2,2,9,0,0,0,0
16-0001406,213,Elementary school.,Educational,745,No Hazard,ALARM,None,42424.41128,42424.41034,42424.41291,42424.4173,0:03:42,0.006967593,C,8,4,14,0,0,0,0
16-0001407,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,42424.43896,42424.43692,42424.44098,42424.45361,0:05:51,0.016689815,C,9,2,9,0,0,0,0
16-0001408,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42424.44064,42424.44009,42424.44416,42424.45617,0:05:51,0.016076389,C,3,1,4,0,0,0,0
16-0001410,599,Business office.,Business,611,No Hazard,GOOD INTENT,None,42424.5203,42424.52002,42424.52091,42424.52558,0:01:17,0.005555556,C,4,2,9,0,0,0,0
16-0001411,429,Multifamily dwelling.,Residential,736,No Hazard,ALARM,None,42424.62244,42424.62192,42424.6251,42424.63147,0:04:35,0.009548611,C,7,1,4,0,0,0,0
16-0001412,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,42424.64656,42424.64519,42424.64852,42424.68016,0:04:48,0.034976852,C,8,1,5,0,0,0,0
16-0001413,429,Multifamily dwelling.,Residential,622,No Hazard,GOOD INTENT,None,42424.70046,42424.70029,42424.70293,42424.70318,0:03:48,0.002893519,C,1,1,4,0,0,0,0
16-0001414,963,Street or road in commercial area.,Outside,444,Hazard,HAZARDOUS CONDITION,None,42424.73271,42424.7306,42424.73466,42424.75245,0:05:51,0.021851852,C,6,5,16,0,0,0,0
16-0001415,419,1- or 2-family dwelling.,Residential,611,No Hazard,GOOD INTENT,None,42424.73396,42424.73147,,42424.7362,,0.004733796,C,1,2,7,0,0,0,0
16-0001416,962,"Residential street, road.",Outside,622,No Hazard,GOOD INTENT,None,42424.73672,42424.73571,42424.73975,42424.74507,0:05:49,0.009363426,C,2,4,14,0,0,0,0
16-0001417,419,1- or 2-family dwelling.,Residential,814,Hazard,NATURAL DISASTER,None,42424.7472,42424.74594,42424.74882,42424.75899,0:04:09,0.013055556,C,6,4,14,0,0,0,0
16-0001418,141,Athletic or health club.,Assembly,311,Medical,EMS,None,42424.74678,42424.74653,42424.75169,42424.76049,0:07:26,0.013958333,C,3,2,7,0,0,0,0
16-0001419,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42424.83955,42424.83887,42424.84123,42424.8474,0:03:24,0.008530093,C,1,1,4,0,0,0,0
16-0001420,962,"Residential street, road.",Outside,622,No Hazard,GOOD INTENT,None,42424.87773,42424.8761,42424.88059,42424.8861,0:06:28,0.01,C,2,2,8,0,0,0,0
16-0001421,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42424.91888,42424.91839,42424.92302,42424.93544,0:06:40,0.017048611,C,8,1,5,0,0,0,0
16-0001422,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42424.92689,42424.92619,42424.93041,42424.94647,0:06:04,0.020277778,C,2,1,4,0,0,0,0
16-0001423,429,Multifamily dwelling.,Residential,521,No Hazard,ASSIST,None,42424.93278,42424.93177,42424.93611,42424.96961,0:06:15,0.037835648,C,1,3,9,0,0,0,0
16-0001424,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42425.00207,42425.0019,42425.00601,42425.0077,0:05:55,0.005798611,C,1,1,4,0,0,0,0
16-0001425,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42425.012,42425.01179,42425.01615,42425.02378,0:06:16,0.011990741,C,3,1,4,0,0,0,0
16-0001426,213,Elementary school.,Educational,463,Hazard,MVA,None,42425.1378,42425.13765,42425.14176,42425.16531,0:05:55,0.027662037,C,4,2,9,0,0,0,0
16-0001427,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42425.37595,42425.37551,42425.37902,42425.39644,0:05:03,0.020925926,B,4,1,4,0,0,0,0
16-0001428,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42425.40067,42425.40043,42425.40323,42425.41707,0:04:02,0.016643519,B,4,1,4,0,0,0,0
16-0001429,961,Highway or divided highway.,Outside,324,Hazard,MVA,Automatic Aid Given,42425.41508,42425.41458,42425.42116,42425.43205,0:09:28,0.017465278,B,RFD,4,11,0,0,0,0
16-0001430,311,"Nursing homes licensed by the State,.",Health Care or Detention,311,Medical,EMS,None,42425.4159,42425.41523,42425.42043,42425.4226,0:07:29,0.007372685,B,3,2,8,0,0,0,0
16-0001431,311,"Nursing homes licensed by the State,.",Health Care or Detention,311,Medical,EMS,None,42425.46189,42425.46141,42425.46524,42425.47638,0:05:31,0.014965278,B,4,1,4,0,0,0,0
16-0001432,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42425.49348,42425.49303,42425.49704,42425.51172,0:05:46,0.01869213,B,3,1,4,0,0,0,0
16-0001433,599,Business office.,Business,442,Hazard,HAZARDOUS CONDITION,None,42425.51731,42425.51616,42425.51731,42425.52731,0:01:40,0.011157407,B,2,2,5,0,0,0,0
16-0001434,342,"Doctor, dentist, or oral surgeon office.",Health Care or Detention,353,No Hazard,ASSIST,None,42425.52135,42425.52046,42425.52338,42425.52856,0:04:12,0.008101852,B,8,2,7,0,0,0,0
16-0001435,439,Boarding/Rooming house.,Residential,321,Medical,EMS,None,42425.55064,42425.54959,42425.55301,42425.56418,0:04:55,0.014583333,B,4,1,4,0,0,0,0
16-0001436,599,Business office.,Business,311,Medical,EMS,None,42425.58047,42425.57968,42425.58384,42425.59362,0:06:00,0.013946759,B,3,1,4,0,0,0,0
16-0001437,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,42425.58225,42425.58174,42425.58428,42425.59196,0:03:40,0.010219907,B,1,1,4,0,0,0,0
16-0001438,311,"Nursing homes licensed by the State,.",Health Care or Detention,745,No Hazard,ALARM,None,42425.64024,42425.63932,42425.64304,42425.65322,0:05:22,0.013900463,B,3,4,13,0,0,0,0
16-0001439,900,"Outside or special property, other.",Outside,322,Hazard,MVA,None,42425.75605,42425.75593,42425.75919,42425.82204,0:04:42,0.066111111,B,2,2,8,0,0,0,0
16-0001440,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,Automatic Aid Received,42425.7584,42425.75811,42425.76323,42425.76667,0:07:22,0.008553241,B,7,1,3,0,0,0,0
16-0001441,599,Business office.,Business,321,Medical,EMS,Automatic Aid Received,42425.76671,42425.76637,42425.77,42425.77973,0:05:14,0.013368056,B,9,1,5,0,0,0,0
16-0001442,419,1- or 2-family dwelling.,Residential,611,No Hazard,GOOD INTENT,Automatic Aid Given,42425.79331,42425.79265,,42425.79924,,0.006585648,B,MVFD,3,8,0,0,0,0
16-0001443,UUU,Undetermined.,Other,611,No Hazard,GOOD INTENT,Automatic Aid Given,42425.81583,42425.81546,,42425.81694,,0.001481481,B,APFD,1,4,0,0,0,0
16-0001444,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42425.8192,42425.81909,42425.82148,42425.83623,0:03:27,0.017141204,B,4,1,4,0,0,0,0
16-0001445,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42425.89181,42425.89155,42425.89486,42425.90819,0:04:46,0.016643519,B,7,1,3,0,0,0,0
16-0001446,419,1- or 2-family dwelling.,Residential,744,No Hazard,ALARM,None,42425.89301,42425.89148,42425.89541,42425.90642,0:05:39,0.01494213,B,3,2,9,0,0,0,0
16-0001447,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42426.32133,42426.32093,42426.32513,42426.33627,0:06:03,0.015347222,C,5,1,4,0,0,0,0
16-0001448,599,Business office.,Business,353,No Hazard,ASSIST,None,42426.33774,42426.33684,42426.3415,42426.36346,0:06:43,0.02662037,C,1,2,7,0,0,0,0
16-0001449,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42426.33862,42426.3381,42426.34269,42426.36221,0:06:36,0.024108796,C,2,1,4,0,0,0,0
16-0001450,599,Business office.,Business,622,No Hazard,GOOD INTENT,None,42426.3678,42426.36688,42426.3698,42426.37323,0:04:13,0.006354167,C,1,2,7,0,0,0,0
16-0001451,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42426.38367,42426.38348,42426.38807,42426.39771,0:06:36,0.014224537,C,7,1,3,0,0,0,0
16-0001452,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42426.47287,42426.47242,42426.47637,42426.48483,0:05:41,0.012407407,C,3,1,3,0,0,0,0
16-0001453,213,Elementary school.,Educational,321,Medical,EMS,None,42426.49608,42426.49553,42426.49813,42426.50573,0:03:44,0.010196759,C,2,1,4,0,0,0,0
16-0001454,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,42426.53948,42426.53931,42426.54317,42426.55255,0:05:34,0.013240741,C,1,1,4,0,0,0,0
16-0001455,161,Restaurant or cafeteria.,Assembly,311,Medical,EMS,None,42426.61052,42426.61017,42426.61358,42426.62078,0:04:54,0.010601852,C,6,1,4,0,0,0,0
16-0001456,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42426.62918,42426.62862,42426.63207,42426.64663,0:04:58,0.018009259,C,3,1,3,0,0,0,0
16-0001457,599,Business office.,Business,745,No Hazard,ALARM,None,42426.63645,42426.63523,42426.64024,42426.64963,0:07:13,0.014398148,C,1,2,7,0,0,0,0
16-0001458,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42426.66313,42426.6628,42426.66722,42426.68785,0:06:22,0.025046296,C,3,1,3,0,0,0,0
16-0001459,419,1- or 2-family dwelling.,Residential,746,No Hazard,ALARM,None,42426.6873,42426.68623,42426.68938,42426.70633,0:04:32,0.020104167,C,8,2,8,0,0,0,0
16-0001460,962,"Residential street, road.",Outside,321,Medical,EMS,None,42426.69749,42426.69712,42426.7008,42426.71127,0:05:18,0.014155093,C,5,2,8,0,0,0,0
16-0001461,500,"Mercantile, business, other.",Business,463,Hazard,MVA,None,42426.71703,42426.71693,42426.71949,42426.76546,0:03:41,0.048530093,C,3,2,7,0,0,0,0
16-0001462,571,"Service station, gas station.",Business,622,No Hazard,GOOD INTENT,None,42426.72669,42426.72565,42426.72876,42426.73627,0:04:29,0.010625,C,1,3,8,0,0,0,0
16-0001463,429,Multifamily dwelling.,Residential,311,Medical,EMS,Automatic Aid Received,42426.75492,42426.75427,42426.75947,42426.76925,0:07:29,0.014976852,C,3,1,3,0,0,0,0
16-0001464,419,1- or 2-family dwelling.,Residential,480,Hazard,HAZARDOUS CONDITION,None,42426.77255,42426.77034,42426.77411,42426.78071,0:05:26,0.01037037,C,1,3,9,0,0,0,0
16-0001465,599,Business office.,Business,311,Medical,EMS,None,42426.80807,42426.80771,42426.81039,42426.81801,0:03:52,0.010300926,C,9,3,13,0,0,0,0
16-0001466,419,1- or 2-family dwelling.,Residential,733,No Hazard,ALARM,None,42426.8755,42426.87468,42426.87913,42426.88851,0:06:25,0.013831019,C,2,2,7,0,0,0,0
16-0001467,500,"Mercantile, business, other.",Business,321,Medical,EMS,None,42426.88939,42426.88917,42426.891,42426.90282,0:02:38,0.013657407,C,9,1,5,0,0,0,0
16-0001468,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42426.94829,42426.94799,42426.95205,42426.96531,0:05:51,0.017326389,C,8,1,5,0,0,0,0
16-0001469,300,"Health care, detention, and correction.",Health Care or Detention,442,Hazard,HAZARDOUS CONDITION,None,42426.98203,42426.9814,42426.98628,42427.03513,0:07:02,0.053726852,C,3,5,15,0,0,0,0
16-0001470,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42427.32762,42427.32715,42427.33027,42427.34519,0:04:29,0.018032407,A,6,1,4,0,0,0,0
16-0001471,961,Highway or divided highway.,Outside,622,No Hazard,GOOD INTENT,Automatic Aid Received,42427.3308,42427.32986,42427.33586,42427.33851,0:08:38,0.008645833,A,1,2,8,0,0,0,0
16-0001472,449,"Hotel/Motel, commercial.",Residential,321,Medical,EMS,None,42427.42279,42427.42122,42427.42461,42427.44117,0:04:53,0.019953704,A,3,1,5,0,0,0,0
16-0001473,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42427.42808,42427.4276,42427.4312,42427.44221,0:05:11,0.014606481,A,6,1,4,0,0,0,0
16-0001474,599,Business office.,Business,321,Medical,EMS,None,42427.46068,42427.46052,42427.46549,42427.48392,0:07:09,0.023402778,A,4,1,4,0,0,0,0
16-0001475,449,"Hotel/Motel, commercial.",Residential,700,No Hazard,ALARM,None,42427.47292,42427.47228,42427.47554,42427.48698,0:04:42,0.014699074,A,9,1,4,0,0,0,0
16-0001476,599,Business office.,Business,740,No Hazard,ALARM,None,42427.51515,42427.51402,42427.51917,42427.52271,0:07:25,0.00869213,A,1,2,8,0,0,0,0
16-0001478,599,Business office.,Business,740,No Hazard,ALARM,None,42427.53861,42427.53772,42427.54414,42427.54635,0:09:15,0.008634259,A,1,2,8,0,0,0,0
16-0001479,116,Swimming facility.,Assembly,321,Medical,EMS,None,42427.59895,42427.59859,42427.6019,42427.61159,0:04:46,0.012997685,A,9,1,4,0,0,0,0
16-0001480,961,Highway or divided highway.,Outside,322,Hazard,MVA,None,42427.62051,42427.61987,42427.62262,42427.63031,0:03:57,0.010439815,A,3,4,13,0,0,0,0
16-0001481,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42427.62861,42427.62802,42427.63218,42427.64106,0:05:59,0.013043981,A,4,1,5,0,0,0,0
16-0001482,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,Automatic Aid Given,42427.6334,42427.6334,42427.6334,42427.64178,0:00:00,0.00837963,A,6,1,4,0,0,0,0
16-0001483,400,"Residential, other.",Residential,311,Medical,EMS,None,42427.63735,42427.63701,42427.64052,42427.65252,0:05:03,0.015509259,A,4,1,3,0,0,0,0
16-0001484,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42427.66897,42427.66834,42427.67279,42427.6828,0:06:24,0.014456019,A,5,1,4,0,0,0,0
16-0001485,UUU,Undetermined.,Other,611,No Hazard,GOOD INTENT,Automatic Aid Given,42427.68144,42427.68088,42427.68161,42427.68373,0:01:03,0.002847222,A,FWFD,1,4,0,0,0,0
16-0001486,400,"Residential, other.",Residential,321,Medical,EMS,None,42427.68595,42427.68571,42427.68801,42427.70454,0:03:19,0.018831019,A,4,1,5,0,0,0,0
16-0001487,419,1- or 2-family dwelling.,Residential,600,No Hazard,GOOD INTENT,None,42427.71198,42427.7103,42427.71481,42427.72024,0:06:30,0.00994213,A,3,4,14,0,0,0,0
16-0001488,962,"Residential street, road.",Outside,412,Special Ops,HAZARDOUS MATERIAL,None,42427.75946,42427.75828,42427.76214,42428.05343,0:05:34,0.295150463,A,7,4,11,0,0,0,0
16-0001489,161,Restaurant or cafeteria.,Assembly,321,Medical,EMS,None,42427.77328,42427.7728,42427.77558,42427.78684,0:04:00,0.014039352,A,2,1,3,0,0,0,0
16-0001490,511,Convenience store.,Business,322,Hazard,MVA,None,42427.81895,42427.81882,42427.8205,42427.85126,0:02:25,0.03244213,A,2,2,7,0,0,0,0
16-0001491,120,"Variable-use amusement, recreation place.",Assembly,311,Medical,EMS,Automatic Aid Received,42427.8503,42427.8501,42427.85429,42427.86407,0:06:02,0.013969907,A,7,1,4,0,0,0,0
16-0001492,UUU,Undetermined.,Other,311,Medical,EMS,Automatic Aid Given,42427.85468,42427.85454,42427.85742,42427.86282,0:04:09,0.008287037,A,FWFD,1,4,0,0,0,0
16-0001493,311,"Nursing homes licensed by the State,.",Health Care or Detention,745,No Hazard,ALARM,None,42427.85547,42427.85426,42427.85677,42427.86249,0:03:37,0.008229167,A,4,2,9,0,0,0,0
16-0001494,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42427.87581,42427.87531,42427.87859,42427.91825,0:04:43,0.042939815,A,1,1,4,0,0,0,0
16-0001495,213,Elementary school.,Educational,743,No Hazard,ALARM,None,42427.92116,42427.92017,42427.92491,42427.96742,0:06:49,0.04724537,A,4,4,14,0,0,0,0
16-0001496,449,"Hotel/Motel, commercial.",Residential,321,Medical,EMS,Automatic Aid Received,42427.95074,42427.95046,42427.95316,42427.96278,0:03:53,0.012314815,A,1,1,4,0,0,0,0
16-0001497,419,1- or 2-family dwelling.,Residential,671,No Hazard,GOOD INTENT,Automatic Aid Received,42427.95666,42427.95582,42427.96161,42427.96919,0:08:20,0.013368056,A,7,4,12,0,0,0,0
16-0001498,419,1- or 2-family dwelling.,Residential,441,Hazard,HAZARDOUS CONDITION,Automatic Aid Received,42427.99265,42427.9922,42427.99473,42428.01817,0:03:39,0.025972222,A,2,6,20,0,0,0,0
16-0001499,963,Street or road in commercial area.,Outside,322,Hazard,MVA,None,42428.00118,42428.00108,42428.00356,42428.02567,0:03:35,0.024594907,A,4,2,9,0,0,0,0
16-0001500,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42428.03854,42428.03839,42428.04096,42428.05105,0:03:42,0.012662037,A,9,1,4,0,0,0,0
16-0001501,311,"Nursing homes licensed by the State,.",Health Care or Detention,311,Medical,EMS,None,42428.16409,42428.16385,42428.16795,42428.17635,0:05:54,0.0125,A,4,1,4,0,0,0,0
16-0001502,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42428.39922,42428.39888,42428.40201,42428.41016,0:04:31,0.011284722,C,3,1,4,0,0,0,0
16-0001503,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42428.4192,42428.41877,42428.42117,42428.46017,0:03:27,0.041400463,C,3,1,4,0,0,0,0
16-0001504,131,"Church, mosque.",Assembly,321,Medical,EMS,None,42428.44356,42428.44297,42428.44552,42428.4592,0:03:40,0.016226852,C,4,1,4,0,0,0,0
16-0001505,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42428.45115,42428.45049,42428.4545,42428.46431,0:05:47,0.013819444,C,9,1,4,0,0,0,0
16-0001506,429,Multifamily dwelling.,Residential,622,No Hazard,GOOD INTENT,None,42428.46079,42428.45964,42428.46208,42428.46921,0:03:31,0.009571759,C,3,2,8,0,0,0,0
16-0001507,100,"Assembly, other.",Assembly,300,Medical,EMS,None,42428.50213,42428.5019,42428.50468,42428.5147,0:04:00,0.012800926,C,9,2,8,0,0,0,0
16-0001508,123,"Stadium, arena.",Assembly,745,No Hazard,ALARM,None,42428.52972,42428.52856,42428.53353,42428.54557,0:07:09,0.017002315,C,8,3,10,0,0,0,0
16-0001509,962,"Residential street, road.",Outside,343,Special Ops,TECH RESCUE,None,42428.54148,42428.54001,42428.5444,42428.55794,0:06:19,0.017928241,C,5,7,24,0,0,0,0
16-0001510,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42428.56725,42428.56689,42428.57014,42428.57632,0:04:41,0.00943287,C,6,1,3,0,0,0,0
16-0001511,500,"Mercantile, business, other.",Business,730,No Hazard,ALARM,None,42428.6112,42428.61008,42428.61396,42428.62144,0:05:35,0.011354167,C,1,2,8,0,0,0,0
16-0001513,429,Multifamily dwelling.,Residential,735,No Hazard,ALARM,Automatic Aid Received,42428.64198,42428.64082,42428.64589,42428.67781,0:07:18,0.036990741,C,3,4,12,0,0,0,0
16-0001514,500,"Mercantile, business, other.",Business,740,No Hazard,ALARM,None,42428.65634,42428.65552,42428.66006,42428.66376,0:06:32,0.008240741,C,1,2,8,0,0,0,0
16-0001515,116,Swimming facility.,Assembly,321,Medical,EMS,None,42428.67204,42428.67153,42428.67398,42428.68233,0:03:32,0.010798611,C,9,2,8,0,0,0,0
16-0001516,UUU,Undetermined.,Other,611,No Hazard,GOOD INTENT,Automatic Aid Given,42428.6867,42428.68639,42428.6872,42428.68948,0:01:10,0.003090278,C,FWFD,1,3,0,0,0,0
16-0001517,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42428.72899,42428.7277,42428.73047,42428.74825,0:04:00,0.020555556,C,4,1,4,0,0,0,0
16-0001518,900,"Outside or special property, other.",Outside,611,No Hazard,GOOD INTENT,None,42428.73424,42428.73272,,42428.7372,,0.004479167,C,1,2,5,0,0,0,0
16-0001519,321,Mental retardation/development.,Health Care or Detention,321,Medical,EMS,None,42428.75418,42428.75387,42428.75726,42428.79148,0:04:53,0.037615741,C,3,1,4,0,0,0,0
16-0001520,429,Multifamily dwelling.,Residential,441,Hazard,HAZARDOUS CONDITION,None,42428.76741,42428.76486,42428.76763,42428.83468,0:03:59,0.069814815,C,9,6,21,0,0,0,0
16-0001521,599,Business office.,Business,445,Hazard,HAZARDOUS CONDITION,None,42428.76696,42428.76696,42428.76696,42428.7784,0:00:00,0.011446759,C,2,1,4,0,0,0,0
16-0001523,UUU,Undetermined.,Other,611,No Hazard,GOOD INTENT,Automatic Aid Given,42428.76853,42428.7665,42428.76962,42428.77126,0:04:29,0.004756944,C,APFD,2,5,0,0,0,0
16-0001524,311,"Nursing homes licensed by the State,.",Health Care or Detention,300,Medical,EMS,None,42428.76895,42428.76808,42428.77313,42428.78094,0:07:16,0.012858796,C,4,1,5,0,0,0,0
16-0001525,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42428.97295,42428.97278,42428.97706,42428.98324,0:06:10,0.010462963,C,2,1,4,0,0,0,0
16-0001526,419,1- or 2-family dwelling.,Residential,730,No Hazard,ALARM,None,42428.99745,42428.99722,42429.00046,42429.00664,0:04:40,0.009421296,C,6,2,7,0,0,0,0
16-0001527,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42429.02065,42429.02032,42429.02352,42429.03153,0:04:36,0.011203704,C,1,2,8,0,0,0,0
16-0001528,419,1- or 2-family dwelling.,Residential,611,No Hazard,GOOD INTENT,None,42429.04772,42429.04757,42429.04876,42429.0514,0:01:43,0.003831019,C,8,1,5,0,0,0,0
16-0001529,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42429.05431,42429.05411,42429.05767,42429.07848,0:05:08,0.024375,C,4,1,4,0,0,0,0
16-0001530,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42429.09338,42429.09307,42429.0967,42429.0986,0:05:14,0.005532407,C,4,1,4,0,0,0,0
16-0001531,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42429.11049,42429.11031,42429.11524,42429.12744,0:07:06,0.01712963,C,2,1,4,0,0,0,0
