Incident Number,Property Code,Property Use Description,Property Use Category,Incident Code,Primary Type Category,Sub Type Category,Aid Given or Received,Incident Date and Time,First Unit Dispatched,First Unit Arrived,All Units Clear,Total First Unit Response Time,Total Time Committed,shift,Incident Location Area,Number of Apparatus Assigned,Number of Personnel Assigned, Property Value , Property Lost , Contents Value , Contents Lost 
16-0002365,300,"Health care, detention, and correction.",Health Care or Detention,321,Medical,EMS,None,4/1/2016 18:35,4/1/2016 18:34,4/1/2016 18:39,4/1/2016 18:53,0:05:23,0:18:35,B,3,1,4, $-   , $-   , $-   , $-   
16-0002366,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,4/1/2016 19:41,4/1/2016 19:41,4/1/2016 19:45,4/1/2016 19:58,0:04:01,0:16:58,B,2,1,4, $-   , $-   , $-   , $-   
16-0002368,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,4/1/2016 20:52,4/1/2016 20:52,4/1/2016 20:57,4/1/2016 21:12,0:04:22,0:19:29,B,7,1,4, $-   , $-   , $-   , $-   
16-0002370,419,1- or 2-family dwelling.,Residential,600,No Hazard,GOOD INTENT,None,4/1/2016 22:39,4/1/2016 22:38,4/1/2016 22:44,4/1/2016 23:18,0:06:13,0:40:14,B,7,4,13, $-   , $-   , $-   , $-   
16-0002371,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,4/2/2016 2:27,4/2/2016 2:26,4/2/2016 2:31,4/2/2016 2:44,0:04:55,0:18:11,B,5,1,4, $-   , $-   , $-   , $-   
16-0002372,419,1- or 2-family dwelling.,Residential,611,No Hazard,GOOD INTENT,None,4/2/2016 3:48,4/2/2016 3:48,,4/2/2016 3:50,,0:02:24,B,1,1,4, $-   , $-   , $-   , $-   
16-0002373,429,Multifamily dwelling.,Residential,521,No Hazard,ASSIST,None,4/2/2016 7:07,4/2/2016 7:06,4/2/2016 7:14,4/2/2016 7:51,0:07:41,0:44:32,B,4,2,8, $-   , $-   , $-   , $-   
16-0002374,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,4/2/2016 9:15,4/2/2016 9:14,4/2/2016 9:22,4/2/2016 9:27,0:08:03,0:12:43,C,4,1,4, $-   , $-   , $-   , $-   
16-0002376,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,Automatic Aid Received,4/2/2016 9:32,4/2/2016 9:31,4/2/2016 9:39,4/2/2016 10:04,0:07:48,0:32:28,C,6,4,14, $-   , $-   , $-   , $-   
16-0002377,519,"Food and beverage sales, grocery store.",Business,321,Medical,EMS,None,4/2/2016 9:34,4/2/2016 9:34,4/2/2016 9:39,4/2/2016 9:51,0:04:40,0:17:19,C,7,1,4, $-   , $-   , $-   , $-   
16-0002378,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,Automatic Aid Given,4/2/2016 9:57,4/2/2016 9:56,4/2/2016 10:03,4/2/2016 10:30,0:06:15,0:33:02,C,WWFD,1,4, $-   , $-   , $-   , $-   
16-0002379,599,Business office.,Business,324,Hazard,MVA,None,4/2/2016 10:21,4/2/2016 10:21,4/2/2016 10:21,4/2/2016 10:29,0:00:00,0:07:49,C,3,1,3, $-   , $-   , $-   , $-   
16-0002380,449,"Hotel/Motel, commercial.",Residential,730,No Hazard,ALARM,None,4/2/2016 10:50,4/2/2016 10:49,4/2/2016 10:56,4/2/2016 11:12,0:07:10,0:23:19,C,3,2,7, $-   , $-   , $-   , $-   
16-0002381,500,"Mercantile, business, other.",Business,600,No Hazard,GOOD INTENT,None,4/2/2016 11:15,4/2/2016 11:13,4/2/2016 11:20,4/2/2016 11:44,0:06:17,0:31:01,C,2,3,8, $-   , $-   , $-   , $-   
16-0002382,439,Boarding/Rooming house.,Residential,743,No Hazard,ALARM,None,4/2/2016 13:41,4/2/2016 13:41,4/2/2016 13:46,4/2/2016 13:57,0:05:11,0:15:48,C,4,2,7, $-   , $-   , $-   , $-   
16-0002383,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,4/2/2016 15:29,4/2/2016 15:29,4/2/2016 15:34,4/2/2016 15:43,0:04:42,0:14:02,C,3,1,4, $-   , $-   , $-   , $-   
16-0002384,183,Movie theater.,Assembly,321,Medical,EMS,None,4/2/2016 15:31,4/2/2016 15:31,4/2/2016 15:36,4/2/2016 15:48,0:05:16,0:17:02,C,9,1,4, $-   , $-   , $-   , $-   
16-0002385,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/2/2016 15:38,4/2/2016 15:37,4/2/2016 15:41,4/2/2016 15:53,0:04:35,0:16:33,C,1,1,4, $-   , $-   , $-   , $-   
16-0002386,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/2/2016 17:12,4/2/2016 17:11,4/2/2016 17:18,4/2/2016 17:33,0:06:50,0:22:03,C,3,1,4, $-   , $-   , $-   , $-   
16-0002387,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/2/2016 18:06,4/2/2016 18:06,4/2/2016 18:12,4/2/2016 18:22,0:05:50,0:16:11,C,2,1,5, $-   , $-   , $-   , $-   
16-0002388,599,Business office.,Business,321,Medical,EMS,None,4/2/2016 18:12,4/2/2016 18:11,4/2/2016 18:16,4/2/2016 18:34,0:04:20,0:22:40,C,3,1,4, $-   , $-   , $-   , $-   
16-0002389,UUU,Undetermined.,Other,321,Medical,EMS,Mutual Aid Given,4/2/2016 18:15,4/2/2016 18:15,4/2/2016 18:20,4/2/2016 18:46,0:04:46,0:31:35,C,FWFD,1,3, $-   , $-   , $-   , $-   
16-0002390,419,1- or 2-family dwelling.,Residential,600,No Hazard,GOOD INTENT,None,4/2/2016 19:29,4/2/2016 19:29,4/2/2016 19:34,4/2/2016 19:47,0:04:52,0:17:55,C,9,4,11, $-   , $-   , $-   , $-   
16-0002391,962,"Residential street, road.",Outside,511,No Hazard,ASSIST,None,4/2/2016 20:16,4/2/2016 20:14,4/2/2016 20:22,4/2/2016 20:26,0:07:42,0:12:04,C,4,1,4, $-   , $-   , $-   , $-   
16-0002392,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,4/2/2016 22:12,4/2/2016 22:11,4/2/2016 22:15,4/2/2016 22:27,0:03:31,0:15:47,C,9,1,4, $-   , $-   , $-   , $-   
16-0002393,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,4/2/2016 22:41,4/2/2016 22:40,4/2/2016 22:44,4/2/2016 22:59,0:04:09,0:18:41,C,5,1,4, $-   , $-   , $-   , $-   
16-0002394,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,4/2/2016 23:05,4/2/2016 23:05,4/2/2016 23:09,4/2/2016 23:22,0:04:33,0:16:57,C,1,1,4, $-   , $-   , $-   , $-   
16-0002395,100,"Assembly, other.",Assembly,733,No Hazard,ALARM,None,4/3/2016 3:37,4/3/2016 3:36,4/3/2016 3:40,4/3/2016 4:12,0:04:22,0:36:00,C,7,2,7, $-   , $-   , $-   , $-   
16-0002396,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/3/2016 5:48,4/3/2016 5:48,4/3/2016 5:56,4/3/2016 6:10,0:07:40,0:22:25,C,4,1,4, $-   , $-   , $-   , $-   
16-0002397,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/3/2016 7:13,4/3/2016 7:12,4/3/2016 7:18,4/3/2016 7:32,0:06:03,0:20:04,C,7,1,3, $-   , $-   , $-   , $-   
16-0002398,429,Multifamily dwelling.,Residential,745,No Hazard,ALARM,None,4/3/2016 10:02,4/3/2016 10:01,4/3/2016 10:08,4/3/2016 10:27,0:06:55,0:26:32,A,7,4,12, $-   , $-   , $-   , $-   
16-0002399,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,4/3/2016 10:37,4/3/2016 10:37,4/3/2016 10:41,4/3/2016 10:59,0:04:19,0:21:46,A,4,1,4, $-   , $-   , $-   , $-   
16-0002400,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/3/2016 12:35,4/3/2016 12:35,4/3/2016 12:40,4/3/2016 13:05,0:05:04,0:29:58,A,3,1,4, $-   , $-   , $-   , $-   
16-0002401,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/3/2016 13:59,4/3/2016 13:58,4/3/2016 14:04,4/3/2016 14:27,0:05:21,0:28:23,A,2,1,3, $-   , $-   , $-   , $-   
16-0002402,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,4/3/2016 15:08,4/3/2016 15:07,4/3/2016 15:12,4/3/2016 15:30,0:04:25,0:23:07,A,4,1,4, $-   , $-   , $-   , $-   
16-0002403,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,4/3/2016 16:14,4/3/2016 16:13,4/3/2016 16:18,4/3/2016 16:26,0:04:09,0:13:02,A,4,1,4, $-   , $-   , $-   , $-   
16-0002404,419,1- or 2-family dwelling.,Residential,561,Fire,OTHER,None,4/3/2016 16:28,4/3/2016 16:26,4/3/2016 16:36,4/3/2016 16:44,0:09:31,0:18:11,A,4,2,8, $-   , $-   , $-   , $-   
16-0002405,429,Multifamily dwelling.,Residential,741,No Hazard,ALARM,None,4/3/2016 16:36,4/3/2016 16:36,4/3/2016 16:40,4/3/2016 17:24,0:04:56,0:48:18,A,7,2,7, $-   , $-   , $-   , $-   
16-0002406,419,1- or 2-family dwelling.,Residential,561,Fire,OTHER,None,4/3/2016 18:01,4/3/2016 17:59,4/3/2016 18:07,4/3/2016 18:17,0:07:53,0:17:50,A,3,3,8, $-   , $-   , $-   , $-   
16-0002407,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,4/3/2016 18:10,4/3/2016 18:10,4/3/2016 18:15,4/3/2016 18:20,0:04:55,0:09:49,A,3,2,7, $-   , $-   , $-   , $-   
16-0002408,419,1- or 2-family dwelling.,Residential,611,No Hazard,GOOD INTENT,Automatic Aid Given,4/3/2016 18:39,4/3/2016 18:39,,4/3/2016 18:42,,0:03:01,A,WWFD,1,3, $-   , $-   , $-   , $-   
16-0002409,429,Multifamily dwelling.,Residential,741,No Hazard,ALARM,None,4/3/2016 19:41,4/3/2016 19:41,4/3/2016 19:45,4/3/2016 19:48,0:03:58,0:07:05,A,7,2,7, $-   , $-   , $-   , $-   
16-0002410,UUU,Undetermined.,Other,611,No Hazard,GOOD INTENT,Automatic Aid Given,4/3/2016 20:00,4/3/2016 19:59,,4/3/2016 20:01,,0:02:24,A,MVFD,3,8, $-   , $-   , $-   , $-   
16-0002411,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,4/3/2016 20:15,4/3/2016 20:14,4/3/2016 20:18,4/3/2016 20:27,0:03:39,0:12:20,A,2,1,4, $-   , $-   , $-   , $-   
16-0002412,449,"Hotel/Motel, commercial.",Residential,321,Medical,EMS,None,4/3/2016 22:35,4/3/2016 22:34,4/3/2016 22:37,4/3/2016 22:57,0:03:06,0:23:08,A,3,1,4, $-   , $-   , $-   , $-   
16-0002413,161,Restaurant or cafeteria.,Assembly,745,No Hazard,ALARM,None,4/3/2016 22:46,4/3/2016 22:44,4/3/2016 22:48,4/3/2016 22:59,0:03:37,0:14:29,A,5,2,7, $-   , $-   , $-   , $-   
16-0002414,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/4/2016 2:05,4/4/2016 2:04,4/4/2016 2:09,4/4/2016 2:25,0:04:18,0:20:23,A,2,1,4, $-   , $-   , $-   , $-   
16-0002415,170,"Passenger terminal, other.",Assembly,321,Medical,EMS,None,4/4/2016 3:25,4/4/2016 3:24,4/4/2016 3:28,4/4/2016 3:32,0:03:54,0:07:41,A,2,1,4, $-   , $-   , $-   , $-   
16-0002417,311,"Nursing homes licensed by the State,.",Health Care or Detention,743,No Hazard,ALARM,None,4/4/2016 7:29,4/4/2016 7:27,4/4/2016 7:33,4/4/2016 7:57,0:06:26,0:30:14,C,4,4,12, $-   , $-   , $-   , $-   
16-0002418,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/4/2016 9:01,4/4/2016 9:00,4/4/2016 9:06,4/4/2016 9:23,0:06:29,0:23:35,C,3,1,4, $-   , $-   , $-   , $-   
16-0002420,215,"High school, junior high, middle school.",Educational,311,Medical,EMS,None,4/4/2016 11:35,4/4/2016 11:35,4/4/2016 11:39,4/4/2016 12:06,0:03:36,0:30:23,C,5,1,4, $-   , $-   , $-   , $-   
16-0002421,121,"Ballroom, gymnasium.",Assembly,622,No Hazard,GOOD INTENT,None,4/4/2016 11:44,4/4/2016 11:44,4/4/2016 11:50,4/4/2016 11:55,0:06:03,0:11:28,C,6,1,3, $-   , $-   , $-   , $-   
16-0002422,419,1- or 2-family dwelling.,Residential,611,No Hazard,GOOD INTENT,None,4/4/2016 12:34,4/4/2016 12:33,,4/4/2016 12:36,,0:03:05,C,8,1,4, $-   , $-   , $-   , $-   
16-0002423,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/4/2016 13:30,4/4/2016 13:30,4/4/2016 13:36,4/4/2016 13:55,0:05:42,0:25:28,C,4,1,3, $-   , $-   , $-   , $-   
16-0002424,599,Business office.,Business,140,Fire,BRUSH FIRE,None,4/4/2016 15:42,4/4/2016 15:41,4/4/2016 15:45,4/4/2016 15:49,0:04:29,0:08:34,C,1,1,4, $-   , $-   , $-   , $-   
16-0002425,419,1- or 2-family dwelling.,Residential,734,No Hazard,ALARM,None,4/4/2016 17:59,4/4/2016 17:59,4/4/2016 18:04,4/4/2016 18:43,0:05:28,0:44:51,C,3,2,7, $-   , $-   , $-   , $-   
16-0002426,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,4/4/2016 21:26,4/4/2016 21:26,4/4/2016 21:32,4/4/2016 21:45,0:06:04,0:19:34,C,1,1,4, $-   , $-   , $-   , $-   
16-0002427,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/4/2016 22:33,4/4/2016 22:33,4/4/2016 22:37,4/4/2016 22:57,0:04:24,0:23:45,C,2,1,4, $-   , $-   , $-   , $-   
16-0002428,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,4/4/2016 23:07,4/4/2016 23:06,4/4/2016 23:11,4/5/2016 0:07,0:05:33,1:00:54,C,5,4,12, $-   , $-   , $-   , $-   
16-0002429,311,"Nursing homes licensed by the State,.",Health Care or Detention,311,Medical,EMS,None,4/4/2016 23:58,4/4/2016 23:57,4/5/2016 0:03,4/5/2016 0:15,0:05:23,0:17:19,C,4,1,4, $-   , $-   , $-   , $-   
16-0002431,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/5/2016 5:03,4/5/2016 5:02,4/5/2016 5:11,4/5/2016 5:44,0:08:31,0:41:29,C,4,1,4, $-   , $-   , $-   , $-   
16-0002432,100,"Assembly, other.",Assembly,733,No Hazard,ALARM,None,4/5/2016 5:20,4/5/2016 5:18,4/5/2016 5:22,4/5/2016 5:39,0:03:56,0:20:45,C,7,2,8, $-   , $-   , $-   , $-   
16-0002433,UUU,Undetermined.,Other,611,No Hazard,GOOD INTENT,Automatic Aid Given,4/5/2016 5:46,4/5/2016 5:45,,4/5/2016 5:51,,0:05:48,C,APFD,2,5, $-   , $-   , $-   , $-   
16-0002434,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,4/5/2016 6:09,4/5/2016 6:09,4/5/2016 6:14,4/5/2016 6:30,0:05:29,0:20:37,C,2,1,4, $-   , $-   , $-   , $-   
16-0002435,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,4/5/2016 8:18,4/5/2016 8:18,4/5/2016 8:22,4/5/2016 8:27,0:03:39,0:09:34,A,4,1,4, $-   , $-   , $-   , $-   
16-0002437,962,"Residential street, road.",Outside,540,No Hazard,ASSIST,None,4/5/2016 8:33,4/5/2016 8:33,4/5/2016 8:33,4/5/2016 8:49,0:00:00,0:15:49,A,4,1,4, $-   , $-   , $-   , $-   
16-0002438,599,Business office.,Business,321,Medical,EMS,None,4/5/2016 8:38,4/5/2016 8:37,4/5/2016 8:41,4/5/2016 8:54,0:03:45,0:16:16,A,3,1,4, $-   , $-   , $-   , $-   
16-0002439,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,4/5/2016 8:44,4/5/2016 8:43,4/5/2016 8:51,4/5/2016 9:25,0:08:30,0:42:33,A,3,2,7, $-   , $-   , $-   , $-   
16-0002440,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,4/5/2016 9:24,4/5/2016 9:24,4/5/2016 9:26,4/5/2016 9:56,0:02:40,0:32:15,A,7,1,3, $-   , $-   , $-   , $-   
16-0002441,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/5/2016 10:13,4/5/2016 10:13,4/5/2016 10:16,4/5/2016 10:25,0:03:47,0:12:54,A,8,1,4, $-   , $-   , $-   , $-   
16-0002442,961,Highway or divided highway.,Outside,322,Hazard,MVA,None,4/5/2016 11:05,4/5/2016 11:04,4/5/2016 11:09,4/5/2016 11:46,0:04:43,0:41:52,A,3,4,11, $-   , $-   , $-   , $-   
16-0002443,599,Business office.,Business,321,Medical,EMS,Automatic Aid Received,4/5/2016 12:05,4/5/2016 12:04,4/5/2016 12:11,4/5/2016 12:32,0:07:10,0:27:55,A,1,1,5, $-   , $-   , $-   , $-   
16-0002444,213,Elementary school.,Educational,321,Medical,EMS,None,4/5/2016 12:30,4/5/2016 12:29,4/5/2016 12:33,4/5/2016 12:50,0:04:21,0:20:52,A,1,1,4, $-   , $-   , $-   , $-   
16-0002445,599,Business office.,Business,321,Medical,EMS,None,4/5/2016 12:50,4/5/2016 12:50,4/5/2016 12:54,4/5/2016 13:03,0:04:25,0:13:39,A,3,1,4, $-   , $-   , $-   , $-   
16-0002446,500,"Mercantile, business, other.",Business,311,Medical,EMS,None,4/5/2016 13:30,4/5/2016 13:29,4/5/2016 13:33,4/5/2016 13:50,0:03:54,0:20:57,A,5,1,4, $-   , $-   , $-   , $-   
16-0002447,599,Business office.,Business,321,Medical,EMS,None,4/5/2016 15:02,4/5/2016 15:02,4/5/2016 15:05,4/5/2016 15:19,0:03:27,0:17:12,A,4,1,4, $-   , $-   , $-   , $-   
16-0002448,962,"Residential street, road.",Outside,611,No Hazard,GOOD INTENT,Automatic Aid Received,4/5/2016 16:00,4/5/2016 16:00,4/5/2016 16:02,4/5/2016 16:06,0:01:59,0:06:17,A,3,1,4, $-   , $-   , $-   , $-   
16-0002449,161,Restaurant or cafeteria.,Assembly,322,Hazard,MVA,None,4/5/2016 16:05,4/5/2016 16:04,4/5/2016 16:09,4/5/2016 16:29,0:04:44,0:24:35,A,5,2,8, $-   , $-   , $-   , $-   
16-0002450,599,Business office.,Business,321,Medical,EMS,None,4/5/2016 17:14,4/5/2016 17:14,4/5/2016 17:16,4/5/2016 17:30,0:01:39,0:15:48,A,2,1,4, $-   , $-   , $-   , $-   
16-0002451,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,4/5/2016 17:51,4/5/2016 17:50,4/5/2016 17:54,4/5/2016 18:07,0:04:01,0:16:52,A,5,1,4, $-   , $-   , $-   , $-   
16-0002452,141,Athletic or health club.,Assembly,321,Medical,EMS,None,4/5/2016 18:15,4/5/2016 18:14,4/5/2016 18:17,4/5/2016 18:29,0:02:34,0:15:08,A,9,1,4, $-   , $-   , $-   , $-   
16-0002453,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/5/2016 18:29,4/5/2016 18:29,4/5/2016 18:33,4/5/2016 18:44,0:04:08,0:15:16,A,1,1,5, $-   , $-   , $-   , $-   
16-0002454,100,"Assembly, other.",Assembly,324,Hazard,MVA,Automatic Aid Received,4/5/2016 18:35,4/5/2016 18:35,4/5/2016 18:38,4/5/2016 18:57,0:03:22,0:21:41,A,6,3,8, $-   , $-   , $-   , $-   
16-0002455,UUU,Undetermined.,Other,324,Hazard,MVA,Mutual Aid Given,4/5/2016 19:13,4/5/2016 19:11,4/5/2016 19:18,4/5/2016 19:41,0:07:10,0:29:24,A,APFD,1,4, $-   , $-   , $-   , $-   
16-0002456,419,1- or 2-family dwelling.,Residential,744,No Hazard,ALARM,Mutual Aid Received,4/5/2016 19:31,4/5/2016 19:30,4/5/2016 19:36,4/5/2016 19:48,0:05:29,0:17:16,A,8,2,9, $-   , $-   , $-   , $-   
16-0002457,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,Automatic Aid Received,4/5/2016 21:21,4/5/2016 21:19,4/5/2016 21:28,4/5/2016 21:48,0:08:43,0:28:50,A,3,1,4, $-   , $-   , $-   , $-   
16-0002458,961,Highway or divided highway.,Outside,324,Hazard,MVA,None,4/5/2016 22:52,4/5/2016 22:52,4/5/2016 22:55,4/5/2016 23:05,0:02:48,0:12:50,A,2,2,9, $-   , $-   , $-   , $-   
16-0002460,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,4/6/2016 1:21,4/6/2016 1:20,4/6/2016 1:30,4/6/2016 1:49,0:09:25,0:28:55,A,3,1,4, $-   , $-   , $-   , $-   
16-0002461,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/6/2016 3:54,4/6/2016 3:53,4/6/2016 3:59,4/6/2016 4:14,0:06:03,0:20:58,A,5,1,4, $-   , $-   , $-   , $-   
16-0002462,965,Vehicle parking area.,Outside,445,Hazard,HAZARDOUS CONDITION,None,4/6/2016 5:34,4/6/2016 5:32,4/6/2016 5:38,4/6/2016 6:42,0:05:31,1:09:21,A,4,3,9, $-   , $-   , $-   , $-   
16-0002463,UUU,Undetermined.,Other,300,Medical,EMS,Automatic Aid Given,4/6/2016 6:28,4/6/2016 6:27,4/6/2016 6:34,4/6/2016 6:36,0:06:28,0:09:00,A,FWFD,2,8, $-   , $-   , $-   , $-   
16-0002464,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,Automatic Aid Given,4/6/2016 7:11,4/6/2016 7:10,4/6/2016 7:17,4/6/2016 7:34,0:07:23,0:23:45,A,MVFD,1,4, $-   , $-   , $-   , $-   
16-0002465,963,Street or road in commercial area.,Outside,324,Hazard,MVA,None,4/6/2016 8:28,4/6/2016 8:27,4/6/2016 8:33,4/6/2016 9:17,0:05:46,0:49:14,B,3,3,11, $-   , $-   , $-   , $-   
16-0002466,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,Automatic Aid Given,4/6/2016 10:25,4/6/2016 10:24,4/6/2016 10:30,4/6/2016 10:43,0:05:57,0:18:47,B,FWFD,2,7, $-   , $-   , $-   , $-   
16-0002467,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,4/6/2016 10:35,4/6/2016 10:34,4/6/2016 10:39,4/6/2016 10:56,0:04:45,0:21:20,B,4,1,4, $-   , $-   , $-   , $-   
16-0002468,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/6/2016 11:03,4/6/2016 11:02,4/6/2016 11:07,4/6/2016 11:18,0:04:31,0:15:59,B,7,1,3, $-   , $-   , $-   , $-   
16-0002469,419,1- or 2-family dwelling.,Residential,522,No Hazard,ASSIST,None,4/6/2016 11:27,4/6/2016 11:27,4/6/2016 11:32,4/6/2016 12:10,0:05:09,0:43:51,B,4,4,12, $-   , $-   , $-   , $-   
16-0002470,161,Restaurant or cafeteria.,Assembly,321,Medical,EMS,None,4/6/2016 12:06,4/6/2016 12:05,4/6/2016 12:08,4/6/2016 12:20,0:02:24,0:15:01,B,9,1,4, $-   , $-   , $-   , $-   
16-0002471,599,Business office.,Business,743,No Hazard,ALARM,None,4/6/2016 14:22,4/6/2016 14:21,4/6/2016 14:28,4/6/2016 14:31,0:07:33,0:10:01,B,3,2,7, $-   , $-   , $-   , $-   
16-0002472,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,4/6/2016 14:31,4/6/2016 14:30,4/6/2016 14:38,4/6/2016 14:43,0:07:22,0:12:58,B,5,1,4, $-   , $-   , $-   , $-   
16-0002473,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,Automatic Aid Given,4/6/2016 15:46,4/6/2016 15:46,4/6/2016 16:02,4/6/2016 16:21,0:16:41,0:34:52,B,FWFD,2,7, $-   , $-   , $-   , $-   
16-0002474,965,Vehicle parking area.,Outside,311,Medical,EMS,None,4/6/2016 17:20,4/6/2016 17:19,4/6/2016 17:23,4/6/2016 17:25,0:04:00,0:06:23,B,5,1,4, $-   , $-   , $-   , $-   
16-0002475,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/6/2016 17:31,4/6/2016 17:31,4/6/2016 17:34,4/6/2016 17:54,0:03:39,0:23:27,B,2,2,8, $-   , $-   , $-   , $-   
16-0002476,141,Athletic or health club.,Assembly,321,Medical,EMS,None,4/6/2016 18:09,4/6/2016 18:08,4/6/2016 18:11,4/6/2016 18:29,0:03:14,0:20:49,B,3,2,5, $-   , $-   , $-   , $-   
16-0002477,581,Department or discount store.,Business,151,Fire,OTHER,None,4/6/2016 19:37,4/6/2016 19:36,4/6/2016 19:41,4/6/2016 19:59,0:04:45,0:23:14,B,9,3,9, $-   , $-   , $-   , $-   
16-0002478,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,4/6/2016 20:09,4/6/2016 20:08,4/6/2016 20:14,4/6/2016 20:48,0:05:25,0:39:19,B,5,1,4, $-   , $-   , $-   , $-   
16-0002479,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,Automatic Aid Received,4/6/2016 20:43,4/6/2016 20:42,4/6/2016 20:49,4/6/2016 20:50,0:06:56,0:08:03,B,7,1,4, $-   , $-   , $-   , $-   
16-0002480,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/6/2016 21:03,4/6/2016 21:03,4/6/2016 21:08,4/6/2016 21:23,0:05:03,0:20:36,B,4,1,5, $-   , $-   , $-   , $-   
16-0002481,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/6/2016 22:45,4/6/2016 22:45,4/6/2016 22:49,4/6/2016 23:05,0:04:03,0:20:09,B,7,1,4, $-   , $-   , $-   , $-   
16-0002482,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,4/6/2016 22:46,4/6/2016 22:46,4/6/2016 22:52,4/6/2016 23:02,0:05:47,0:15:59,B,3,1,4, $-   , $-   , $-   , $-   
16-0002483,141,Athletic or health club.,Assembly,500,No Hazard,ASSIST,None,4/7/2016 0:13,4/7/2016 0:12,4/7/2016 0:19,4/7/2016 0:44,0:07:18,0:32:31,B,5,1,4, $-   , $-   , $-   , $-   
16-0002484,311,"Nursing homes licensed by the State,.",Health Care or Detention,611,No Hazard,GOOD INTENT,None,4/7/2016 0:40,4/7/2016 0:40,,4/7/2016 0:45,,0:05:08,B,3,1,4, $-   , $-   , $-   , $-   
16-0002485,599,Business office.,Business,321,Medical,EMS,Automatic Aid Given,4/7/2016 0:53,4/7/2016 0:52,4/7/2016 0:58,4/7/2016 1:08,0:05:45,0:15:37,B,MVFD,1,4, $-   , $-   , $-   , $-   
16-0002486,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/7/2016 1:23,4/7/2016 1:22,4/7/2016 1:28,4/7/2016 1:37,0:05:10,0:14:24,B,2,1,4, $-   , $-   , $-   , $-   
16-0002487,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,4/7/2016 2:25,4/7/2016 2:24,4/7/2016 2:31,4/7/2016 2:40,0:06:36,0:15:51,B,8,1,5, $-   , $-   , $-   , $-   
16-0002488,599,Business office.,Business,745,No Hazard,ALARM,None,4/7/2016 6:33,4/7/2016 6:31,4/7/2016 6:38,4/7/2016 6:41,0:07:01,0:09:32,B,3,2,8, $-   , $-   , $-   , $-   
16-0002489,419,1- or 2-family dwelling.,Residential,740,No Hazard,ALARM,None,4/7/2016 7:11,4/7/2016 7:10,4/7/2016 7:16,4/7/2016 7:21,0:06:27,0:11:09,B,7,2,8, $-   , $-   , $-   , $-   
